CS_ID	Keyword_ID	Intent_1	Authority
CS_05519	the symptoms of shingles	Direct Answer	Expert
CS_05520	what is a rh factor	Generic	Expert
CS_05521	types of prostate cancer	Direct Answer	Expert
CS_05522	dry sauna benefits	Direct Answer	Expert
CS_05523	mental health questionnaire	Generic	Expert
CS_05524	electrical codes	Generic	Expert
CS_05525	swollen lips treatment	Guide	Expert
CS_05526	rick simpson scam	Generic	General
CS_05527	omeprazole 20 mg capsule	Generic	Expert
CS_05528	endarterectomy surgery	Generic	Expert
CS_05529	muscle disease symptoms	Direct Answer	Expert
CS_05530	enema recipes	Guide	Expert
CS_05531	extreme hot flashes	Generic	Expert
CS_05532	blood inflammation symptoms	Direct Answer	Expert
CS_05533	liver cirrhosis life expectancy	Generic	Expert
CS_05534	what causes polyps in uterus	Direct Answer	Expert
CS_05535	essential thrombocythemia	Generic	Expert
CS_05536	stomach cancer causes	Direct Answer	Expert
CS_05537	bone density t score	Generic	Expert
CS_05538	what is thoracic spine	Generic	Expert
CS_05539	cysts on kidneys causes	Direct Answer	Expert
CS_05540	remedy for clogged ears	Guide	Expert
CS_05541	side effects of scoliosis	Direct Answer	Expert
CS_05542	anodyne therapy	Generic	Expert
CS_05543	air traffic control frequencies	Direct Answer	Expert
CS_05544	what is a salivary gland	Generic	Expert
CS_05545	how to identify gmo foods	Guide	Expert
CS_05546	what is blood glucose	Generic	Expert
CS_05547	thickened endometrium	Generic	Expert
CS_05548	treatment of lyme disease	Guide	Expert
CS_05549	elevated blood count	Generic	Expert
CS_05550	side effects of spinal tap	Direct Answer	Expert
CS_05551	herbs for nerve pain	Direct Answer	Expert
CS_05552	chronic renal disease	Direct Answer	Expert
CS_05553	gastrointestinal tumor	Generic	Expert
CS_05554	treatment for hamstring strain	Guide	Expert
CS_05555	right hand tremor	Generic	Expert
CS_05556	how do i help a hoarder	Guide	General
CS_05557	causes of sore ankles	Direct Answer	Expert
CS_05558	how do humans get worms	Direct Answer	Expert
CS_05559	what are anxiety symptoms	Direct Answer	Expert
CS_05560	sharp pain in right leg	Generic	Expert
CS_05561	what is a rural community	Generic	General
CS_05562	hcv ab test	Generic	Expert
CS_05563	causes of anxiety	Direct Answer	Expert
CS_05564	dosage olive leaf extract	Direct Answer	Expert
CS_05565	adenocarcinoma endometrial	Generic	Expert
CS_05566	cancer lumps on neck	Generic	Expert
CS_05567	lumbago symptoms	Direct Answer	Expert
CS_05568	lawsuits against physicians	Generic	General
CS_05569	what causes a birthmark	Direct Answer	Expert
CS_05570	how can you stop coughing	Guide	Expert
CS_05571	cause of dry eyes	Direct Answer	Expert
CS_05572	pancreatic lesion	Generic	Expert
CS_05573	does sugar cause migraines	Direct Answer	Expert
CS_05574	what causes elevated sed rate	Direct Answer	Expert
CS_05575	printable hipaa forms	Resource	General
CS_05576	cost of angioplasty	Transactional	General
CS_05577	california criminal repository	Generic	General
CS_05578	driving after hernia surgery	Direct Answer	Expert
CS_05579	arthrosis treatment	Guide	Expert
CS_05580	meniscus tear recovery	Generic	Expert
CS_05581	how to cure rosacea	Guide	Expert
CS_05582	what is prader willi	Generic	Expert
CS_05583	how much is a bunion surgery	Generic	Expert
CS_05584	what is alpha 1 disease	Generic	Expert
CS_05585	alcohol withdrawal at home	Direct Answer	General
CS_05586	burning sensation in lungs	Generic	Expert
CS_05587	vision problems	Generic	Expert
CS_05588	cardiovascular disorders	Generic	Expert
CS_05589	hard lump below skin	Generic	Expert
CS_05590	what food are high in fiber	Generic	Expert
CS_05591	tonic water and leg cramps	Direct Answer	Expert
CS_05592	benefits from ginger	Direct Answer	General
CS_05593	what causes bow legs	Direct Answer	Expert
CS_05594	benefits of guyabano tea	Direct Answer	General
CS_05595	dizziness in old age	Generic	Expert
CS_05596	carcinoma melanoma	Generic	Expert
CS_05597	what is a blepharoplasty	Generic	Expert
CS_05598	what is rh negative blood type	Generic	Expert
CS_05599	symtoms of diabetes	Direct Answer	Expert
CS_05600	california state medical board	Generic	General
CS_05601	different types of addiction	Direct Answer	Expert
CS_05602	blood cells in urine causes	Direct Answer	Expert
CS_05603	what can i eat with an ulcer	Direct Answer	Expert
CS_05604	hip joint inflammation	Generic	Expert
CS_05605	health research labs	Generic	General
CS_05606	top of shoulder pain	Generic	Expert
CS_05607	maltodextrin dangers	Direct Answer	Expert
CS_05608	cancer omentum	Generic	Expert
CS_05609	home remedies for a rash	Guide	Expert
CS_05610	lupus myositis symptoms	Direct Answer	Expert
CS_05611	what is a colposcopy	Generic	Expert
CS_05612	side effects of biotin	Direct Answer	Expert
CS_05613	health questionnaire form	Resource	General
CS_05614	pre melanoma	Generic	Expert
CS_05615	safe ibuprofen dosage	Direct Answer	Expert
CS_05616	partial vs full hysterectomy	Generic	Expert
CS_05617	pictures of fire ant bites	Resource	General
CS_05618	bullying information for kids	Direct Answer	General
CS_05619	heart rate after exercise	Generic	Expert
CS_05620	images of plaque psoriasis	Resource	General
CS_05621	what is burdock root used for	Generic	Expert
CS_05622	beginning diabetes	Generic	Expert
CS_05623	cholangiocarcinoma cancer	Generic	Expert
CS_05624	sleeping too much	Generic	Expert
CS_05625	is asthma contagious	Generic	Expert
CS_05626	stop a cut from bleeding	Guide	Expert
CS_05627	parkinson's prognosis	Direct Answer	Expert
CS_05628	diabetic food plan menu	Resource	Expert
CS_05629	dying process hospice	Direct Answer	Expert
CS_05630	vertigo therapy	Generic	Expert
CS_05631	hand and leg cramps	Generic	Expert
CS_05632	what is a pulled muscle	Generic	Expert
CS_05633	old elvis records worth	Direct Answer	Expert
CS_05634	seizures and dementia	Generic	Expert
CS_05635	swelling of ankles and legs	Generic	Expert
CS_05636	irritable bowel diarrhea	Generic	Expert
CS_05637	sudden death syndrome	Generic	Expert
CS_05638	heart attack treatment	Guide	Expert
CS_05639	patient care	Generic	Expert
CS_05640	what causes migraine	Direct Answer	Expert
CS_05641	cost of yellow fever vaccine	Transactional	General
CS_05642	signs of bone cancer in leg	Direct Answer	Expert
CS_05643	how much krill oil	Direct Answer	General
CS_05644	small bugs	Generic	General
CS_05645	signs of leukemia in women	Direct Answer	Expert
CS_05646	ashwagandha dosage	Direct Answer	Expert
CS_05647	prostate removal recovery	Direct Answer	Expert
CS_05648	causes for itching feet	Direct Answer	Expert
CS_05649	pelvic prolapse surgery	Direct Answer	Expert
CS_05650	old cures and remedies	Generic	Expert
CS_05651	pain in right side of jaw	Generic	Expert
CS_05652	liver disease and alcohol	Generic	Expert
CS_05653	lichen planus cure	Generic	Expert
CS_05654	blood clot in the brain	Generic	Expert
CS_05655	charges for medical records	Generic	Expert
CS_05656	legs hurt at night	Generic	Expert
CS_05657	cider vinegar and diabetes	Generic	Expert
CS_05658	after knee surgery exercises	Direct Answer	Expert
CS_05659	tarsal tunnel treatment	Guide	Expert
CS_05660	mental disorder symptoms	Direct Answer	Expert
CS_05661	tricare login	Navigational	General
CS_05662	celiac symptoms list	Direct Answer	Expert
CS_05663	muscle virus symptoms	Direct Answer	Expert
CS_05664	life expectancy for copd	Direct Answer	Expert
CS_05665	sacroiliac joint fusion	Direct Answer	Expert
CS_05666	kidney disease stage 5	Generic	Expert
CS_05667	mouth cancer photographs	Resource	Expert
CS_05668	top of leg pain	Generic	Expert
CS_05669	questions about health	Generic	General
CS_05670	tricare benefits	Direct Answer	Expert
CS_05671	what is a normal iq	Generic	Expert
CS_05672	health questions for kids	Direct Answer	General
CS_05673	cure for dehydration	Direct Answer	Expert
CS_05674	back pain and the flu	Generic	Expert
CS_05675	what is good for heartburn	Generic	Expert
CS_05676	foods that cause flatulence	Direct Answer	Expert
CS_05677	picture of sinuses in head	Resource	Expert
CS_05678	bone spurs in fingers	Generic	Expert
CS_05679	missouri census	Generic	General
CS_05680	chemo neuropathy treatment	Guide	Expert
CS_05681	cancer in the blood	Generic	Expert
CS_05682	wasp nest identification	Guide	General
CS_05683	berberine benefits	Direct Answer	Expert
CS_05684	first aid worksheets	Resource	Expert
CS_05685	sweet taste in mouth	Generic	Expert
CS_05686	cardio conversion procedure	Generic	Expert
CS_05687	painless lump in neck	Generic	Expert
CS_05688	home remedy high blood pressure	Guide	Expert
CS_05689	cures for poison ivy rash	Direct Answer	Expert
CS_05690	what is genomic testing	Generic	Expert
CS_05691	home remedies wasps	Guide	Expert
CS_05692	what is neurosarcoidosis	Generic	Expert
CS_05693	what is the whipple procedure	Generic	Expert
CS_05694	after ankle surgery	Direct Answer	Expert
CS_05695	icd 9 surgery codes	Direct Answer	Expert
CS_05696	adult asperger syndrome	Generic	Expert
CS_05697	effects of osteoarthritis	Direct Answer	Expert
CS_05698	is avocado bad for diabetics	Direct Answer	Expert
CS_05699	what is inulin fiber	Generic	Expert
CS_05700	side effects of painkillers	Direct Answer	Expert
CS_05701	asparagus and kidney stones	Generic	Expert
CS_05702	paget's disease of skull	Generic	Expert
CS_05703	medicine for dry cough	Direct Answer	Expert
CS_05704	best foods for colitis	Direct Answer	Expert
CS_05705	colors of kidney stones	Direct Answer	Expert
CS_05706	diastasis recti hernia	Generic	Expert
CS_05707	stage 5 cancer survival rate	Direct Answer	Expert
CS_05708	five year plan template	Resource	General
CS_05709	information heart	Generic	Expert
CS_05710	living with stents	Generic	Expert
CS_05711	hip bursitis physical therapy	Generic	Expert
CS_05712	authorization release form	Resource	General
CS_05713	pistachios and gout	Generic	Expert
CS_05714	canine lymphoma symptoms	Direct Answer	Expert
CS_05715	appendix symptoms	Direct Answer	Expert
CS_05716	about noise pollution	Generic	General
CS_05717	behcet disease symptoms	Direct Answer	Expert
CS_05718	spinal injection procedure	Direct Answer	Expert
CS_05719	blood clots in the urine	Generic	Expert
CS_05720	what is a diverticulum	Generic	Expert
CS_05721	best diet for hypothyroidism	Resource	Expert
CS_05722	medical health articles	Direct Answer	General
CS_05723	swollen lower legs and feet	Generic	Expert
CS_05724	what are dust mites	Generic	General
CS_05725	is celiac disease hereditary	Direct Answer	Expert
CS_05726	symptoms vre infection	Direct Answer	Expert
CS_05727	hiatal hernia symptoms in women	Direct Answer	Expert
CS_05728	candidiasis symptoms in men	Direct Answer	Expert
CS_05729	allergy to shrimp symptoms	Direct Answer	Expert
CS_05730	rosacea causes	Direct Answer	Expert
CS_05731	rhinitis treatment	Guide	Expert
CS_05732	side effects of rhus tox	Direct Answer	Expert
CS_05733	myotonic dystrophy pictures	Resource	General
CS_05734	cervical cysts symptoms	Direct Answer	Expert
CS_05735	caltrate side effects	Direct Answer	Expert
CS_05736	parvovirus humans	Generic	Expert
CS_05737	mri facilities	Generic	General
CS_05738	rheumatoid vasculitis	Direct Answer	Expert
CS_05739	what is uti infection	Generic	Expert
CS_05740	pain in my upper left leg	Generic	Expert
CS_05741	how to avoid drinking alcohol	Guide	Expert
CS_05742	inner elbow pain	Generic	Expert
CS_05743	healthcare slogans	Generic	General
CS_05744	causes of dry tongue	Direct Answer	Expert
CS_05745	what is spine a bifida	Generic	Expert
CS_05746	rabies vaccination	Generic	Expert
CS_05747	can alcohol cause joint pain	Direct Answer	Expert
CS_05748	cea blood test levels	Generic	Expert
CS_05749	find a support group	Generic	General
CS_05750	vicks nyquil dosage	Direct Answer	Expert
CS_05751	low fiber diet foods	Resource	Expert
CS_05752	form to stop child support	Resource	General
CS_05753	benefiber vs metamucil	Generic	Expert
CS_05754	overactive bladder	Generic	Expert
CS_05755	bruised kidney from fall	Generic	Expert
CS_05756	dr kim plastic surgeon	Generic	General
CS_05757	erosive osteoarthritis	Generic	Expert
CS_05758	spinocerebellar ataxia	Direct Answer	Expert
CS_05759	nutrasilver side effects	Direct Answer	Expert
CS_05760	maxillary sinus cyst symptoms	Direct Answer	Expert
CS_05761	doctor office signs	Generic	Expert
CS_05762	recommended dosage for biotin	Direct Answer	Expert
CS_05763	manic depression test	Generic	Expert
CS_05764	normal urea levels in blood	Generic	Expert
CS_05765	side effects of retinol	Direct Answer	Expert
CS_05766	cystic pancreatic lesions	Generic	Expert
CS_05767	what causes pain in colon	Direct Answer	Expert
CS_05768	how long to take milk thistle	Generic	Expert
CS_05769	facts of depression	Generic	General
CS_05770	ct myelogram lumbar spine	Generic	Expert
CS_05771	ct scan radiation side effects	Direct Answer	Expert
CS_05772	alli 60mg	Generic	Expert
CS_05773	first aid for a bee sting	Direct Answer	Expert
CS_05774	treatment of shingles	Guide	Expert
CS_05775	pending patents	Generic	Expert
CS_05776	medical terminology tests	Generic	Expert
CS_05777	heart spasm symptoms	Direct Answer	Expert
CS_05778	ringing in ears treatments	Guide	Expert
CS_05779	emergency color codes	Direct Answer	General
CS_05780	dangers of l carnitine	Direct Answer	Expert
CS_05781	sassafras tea benefits	Direct Answer	General
CS_05782	cause symptoms	Direct Answer	Expert
CS_05783	index finger joint pain causes	Direct Answer	Expert
CS_05784	uhccommunityplan providers	Generic	Expert
CS_05785	knee surgery meniscus	Direct Answer	Expert
CS_05786	pictures of pills	Resource	General
CS_05787	flash codes	Generic	General
CS_05788	foods for prostate cancer	Generic	Expert
CS_05789	hepatic lobe cyst	Generic	Expert
CS_05790	callus treatment	Guide	Expert
CS_05791	pre-pyloric stomach	Generic	Expert
CS_05792	duodenal switch surgery	Generic	Expert
CS_05793	radiation for brain tumors	Generic	Expert
CS_05794	my prepaid center	Generic	General
CS_05795	best way to treat head lice	Guide	Expert
CS_05796	low grade dysplasia	Generic	Expert
CS_05797	pollen mold count	Generic	Expert
CS_05798	adrenal gland tumor surgery	Generic	Expert
CS_05799	benefits of glutathione	Direct Answer	Expert
CS_05800	what is purpura	Direct Answer	Expert
CS_05801	severe arthritis in back	Generic	Expert
CS_05802	heart attack images	Resource	General
CS_05803	nerve inflammation symptoms	Direct Answer	Expert
CS_05804	medical titles abbreviations	Direct Answer	General
CS_05805	womans health clinics	Generic	Expert
CS_05806	vestibular exercises	Generic	Expert
CS_05807	what are the signs of copd	Direct Answer	Expert
CS_05808	causes of adult add	Direct Answer	Expert
CS_05809	inflammation of the blood	Generic	Expert
CS_05810	ear problems symptoms	Direct Answer	Expert
CS_05811	neuroendocrine tumor	Generic	Expert
CS_05812	coronary atherosclerosis	Generic	Expert
CS_05813	hives stress treatment	Guide	Expert
CS_05814	pain in left arm and back	Generic	Expert
CS_05815	lower leg pain at night	Generic	Expert
CS_05816	pictures of purpura	Resource	General
CS_05817	lumbar facet rhizotomy	Generic	Expert
CS_05818	magnesium citrate	Generic	Expert
CS_05819	what is hypermetropia	Generic	Expert
CS_05820	fallen bladder exercises	Generic	Expert
CS_05821	lidocaine hydrochloride	Direct Answer	Expert
CS_05822	knee joint pain remedies	Guide	Expert
CS_05823	diabetes images	Resource	Expert
CS_05824	what is the dash diet	Resource	Expert
CS_05825	lab week gifts	Generic	General
CS_05826	causes of liver damage	Direct Answer	Expert
CS_05827	non nsaid pain relievers list	Direct Answer	Expert
CS_05828	history of skin cancer	Generic	General
CS_05829	hearing aid reviews	Direct Answer	Expert
CS_05830	causes a schatzki ring	Direct Answer	Expert
CS_05831	black pediatricians	Generic	General
CS_05832	5 htp warnings	Direct Answer	Expert
CS_05833	treatment for calf pain	Guide	Expert
CS_05834	food for heart disease	Direct Answer	Expert
CS_05835	sinus bleeding causes	Direct Answer	Expert
CS_05836	bite from a brown recluse	Generic	Expert
CS_05837	catholic cursillo	Generic	General
CS_05838	pancreas atrophy	Generic	Expert
CS_05839	polyps in the gallbladder	Generic	Expert
CS_05840	pars defect treatment	Guide	Expert
CS_05841	systemic lupus pictures	Resource	Expert
CS_05842	regenexx cost	Transactional	Expert
CS_05843	knee pain behind knee	Generic	Expert
CS_05844	patient history forms	Resource	General
CS_05845	yag laser treatment	Guide	Expert
CS_05846	photos of staph	Resource	General
CS_05847	melanoma of the brain	Generic	Expert
