CS_ID		Keyword	Intent_1	Authority
CS_03480		suburban communities	Generic	Expert
CS_03481		does lung cancer spread	Direct Answer	Expert
CS_03482		normal thyroid size	Direct Answer	Expert
CS_03483		list of health policies	Resource	General
CS_03484		tilted cervix symptoms	Direct Answer	Expert
CS_03485		periodontal laser treatment	Guide	Expert
CS_03486		shoulder and elbow pain	Generic	Expert
CS_03487		eosinophil count	Generic	Expert
CS_03488		diabetes blurred vision	Generic	Expert
CS_03489		normal fsh range	Direct Answer	Expert
CS_03490		dangers of black mold	Direct Answer	Expert
CS_03491		kidney stone removal	Generic	Expert
CS_03492		american arthritis foundation	Navigational	General
CS_03493		what is myesthenia gravis	Generic	Expert
CS_03494		diet for fibromyalgia	Guide	Expert
CS_03495		foods that fight pain	Generic	Expert
CS_03496		abnormal creatinine level	Generic	Expert
CS_03497		what to take for gerd	Direct Answer	Expert
CS_03498		pain from cancer	Generic	Expert
CS_03499		causes foot calf cramps	Direct Answer	Expert
CS_03500		neurologist list	Generic	Expert
CS_03501		can hepatitis be cured	Generic	Expert
CS_03502		under the skin lumps	Generic	Expert
CS_03503		spider veins home remedies	Guide	Expert
CS_03504		what to take for sciatica pain	Generic	Expert
CS_03505		natural cures for seizures	Guide	Expert
CS_03506		ldl cholesterol diet	Direct Answer	Expert
CS_03507		what causes infections	Direct Answer	Expert
CS_03508		left arm shoulder pain	Generic	Expert
CS_03509		quakers believe	Generic	General
CS_03510		medical terminology pdf	Resource	General
CS_03511		brain cyst removal	Generic	Expert
CS_03512		inflammatory polyarthritis	Direct Answer	Expert
CS_03513		types of crimes	Direct Answer	General
CS_03514		what causes leprosy	Direct Answer	Expert
CS_03515		what causes palsy	Direct Answer	Expert
CS_03516		sample blood test results	Direct Answer	Expert
CS_03517		boost diabetic drink	Generic	Expert
CS_03518		causes of strokes in men	Direct Answer	Expert
CS_03519		icd 10 online training free	Direct Answer	General
CS_03520		best enemas	Direct Answer	Expert
CS_03521		dark spot on tongue	Generic	Expert
CS_03522		mouth thrush symptoms	Direct Answer	Expert
CS_03523		cyst on right ovary	Generic	Expert
CS_03524		where to get cabbage juice	Direct Answer	General
CS_03525		treatment of muscle strain	Guide	Expert
CS_03526		pedunculated polyps	Generic	Expert
CS_03527		symptoms cirrhosis of the liver	Direct Answer	Expert
CS_03528		depression research paper	Generic	Expert
CS_03529		sore stiff neck causes	Direct Answer	Expert
CS_03530		lipedema diet	Direct Answer	Expert
CS_03531		pain in shoulder and armpit	Generic	Expert
CS_03532		what is claustrophobia	Generic	Expert
CS_03533		oncology veterinarians	Generic	Expert
CS_03534		photos of testicular cancer	Resource	General
CS_03535		diabetes chart pdf	Resource	General
CS_03536		infection between toes	Generic	Expert
CS_03537		definition of verbal abuse	Direct Answer	General
CS_03538		arnica dosage	Generic	Expert
CS_03539		male bladder infection	Generic	Expert
CS_03540		laboratory diagnostic tests	Generic	Expert
CS_03541		symptoms of cholera	Direct Answer	Expert
CS_03542		feet nerve damage	Generic	Expert
CS_03543		american lung society	Navigational	General
CS_03544		what to do for blocked ears	Guide	Expert
CS_03545		what is red clover	Generic	General
CS_03546		corns on feet	Generic	Expert
CS_03547		numb tongue	Generic	Expert
CS_03548		barrett's esophagitis	Generic	Expert
CS_03549		adult adhd medications	Generic	Expert
CS_03550		mycoplasma treatment	Direct Answer	Expert
CS_03551		lakewood ranch hospital	Direct Answer	Expert
CS_03552		eyelid diseases pictures	Resource	Expert
CS_03553		stress quiz printable	Resource	General
CS_03554		functions of small intestines	Direct Answer	Expert
CS_03555		abnormal heart rate	Generic	Expert
CS_03556		osteo bi flex ingredients	Direct Answer	General
CS_03557		menus for type 2 diabetes	Direct Answer	Expert
CS_03558		ldl and triglycerides levels	Generic	Expert
CS_03559		types of tuberculosis	Direct Answer	Expert
CS_03560		cattle ringworm treatment	Guide	Expert
CS_03561		full blown aids symptoms	Direct Answer	Expert
CS_03562		what is co q 10 used for	Direct Answer	Expert
CS_03563		incubation period for hiv	Generic	Expert
CS_03564		side effects of tooth implants	Direct Answer	Expert
CS_03565		novasure ablation surgery	Direct Answer	Expert
CS_03566		lower abdominal pressure	Direct Answer	Expert
CS_03567		alaway eye drops side effects	Direct Answer	Expert
CS_03568		brain metastases survival	Direct Answer	Expert
CS_03569		cpt code for influenza vaccine	Direct Answer	Expert
CS_03570		difficulty urinating	Generic	Expert
CS_03571		prostate cancer level 8	Direct Answer	Expert
CS_03572		4th stage of cancer	Generic	Expert
CS_03573		hormones for prostate cancer	Direct Answer	Expert
CS_03574		what is serum sickness	Generic	Expert
CS_03575		saw palmetto and psa levels	Generic	Expert
CS_03576		what causes pain on top of foot	Direct Answer	Expert
CS_03577		high leukocyte count	Generic	Expert
CS_03578		tinnitus chinese cure	Direct Answer	Expert
CS_03579		symptoms for knee replacement	Direct Answer	Expert
CS_03580		diet for stomach bloating	Guide	Expert
CS_03581		extra heartbeat symptoms	Direct Answer	Expert
CS_03582		severe heartburn symptoms	Direct Answer	Expert
CS_03583		what is a fibromyalgia	Generic	Expert
CS_03584		treating surgical scars	Direct Answer	Expert
CS_03585		skin peeling off hands	Generic	Expert
CS_03586		causes of ruptured intestine	Direct Answer	Expert
CS_03587		microalbumin urine normal range	Direct Answer	Expert
CS_03588		causes of bipolar	Direct Answer	Expert
CS_03589		us naval hospitals	Generic	General
CS_03590		mid blood test results	Direct Answer	Expert
CS_03591		topricin side effects	Direct Answer	Expert
CS_03592		mrsa antibiotics list	Direct Answer	Expert
CS_03593		prelief interstitial cystitis	Generic	Expert
CS_03594		upper middle back pain	Generic	Expert
CS_03595		what causes brain lesions	Direct Answer	Expert
CS_03596		nabothian cysts in the cervix	Generic	Expert
CS_03597		fluid on kidneys	Generic	Expert
CS_03598		liver infections	Generic	Expert
CS_03599		how to reduce estrogen	Guide	Expert
CS_03600		very high psa levels	Generic	Expert
CS_03601		hospice diagnosis codes	Generic	General
CS_03602		chronic cough causes adults	Direct Answer	Expert
CS_03603		stage 4 brain cancer	Generic	Expert
CS_03604		osteoporosis specialists	Direct Answer	General
CS_03605		ligament pain in leg	Generic	Expert
CS_03606		acute tendonitis shoulder	Generic	Expert
CS_03607		natural cures for cystitis	Guide	Expert
CS_03608		skin redness on legs	Generic	Expert
CS_03609		what is sarcoidosis disease	Generic	Expert
CS_03610		herniated disc side effects	Direct Answer	Expert
CS_03611		kidney protein levels	Direct Answer	Expert
CS_03612		photos of shingles rash	Resource	General
CS_03613		nasal ulcers	Generic	Expert
CS_03614		help for hoarders	Generic	Expert
CS_03615		wheat grass benefits	Direct Answer	Expert
CS_03616		what is utilization review	Generic	General
CS_03617		how do you get dyslexia	Direct Answer	Expert
CS_03618		corneal implants	Generic	Expert
CS_03619		how to diagnose colitis	Guide	Expert
CS_03620		history of muscular dystrophy	Generic	General
CS_03621		giving an enema	Direct Answer	Expert
CS_03622		treatment for pneumonia	Guide	Expert
CS_03623		health effects of mold	Generic	Expert
CS_03624		appetite stimulants	Generic	Expert
CS_03625		foods that rid belly fat	Direct Answer	General
CS_03626		side ache on left side	Generic	Expert
CS_03627		test for trichomoniasis in men	Generic	Expert
CS_03628		migraine relief	Generic	Expert
CS_03629		bleeding hiatal hernia	Generic	Expert
CS_03630		how much advil is dangerous	Generic	Expert
CS_03631		what is a hemiplegic migraine	Generic	Expert
CS_03632		blood pressure and normal	Generic	Expert
CS_03633		is salmonella contagious	Direct Answer	Expert
CS_03634		signs of viral meningitis	Direct Answer	Expert
CS_03635		first aid wasp sting	Guide	Expert
CS_03636		help for domestic violence	Direct Answer	Expert
CS_03637		exercise for weak bladder	Direct Answer	Expert
CS_03638		testing for aspergers in adults	Direct Answer	Expert
CS_03639		used engines in california	Direct Answer	General
CS_03640		popliteal cyst knee	Direct Answer	Expert
CS_03641		how to do echocardiogram	Guide	Expert
CS_03642		saffron extract side effects	Direct Answer	Expert
CS_03643		dentist background	Generic	General
CS_03644		candida pictures male	Resource	General
CS_03645		hospice at home	Generic	Expert
CS_03646		parkinson disease symtoms	Direct Answer	Expert
CS_03647		body inflammation causes	Direct Answer	Expert
CS_03648		hepatitis b causes	Direct Answer	Expert
CS_03649		symbols for nursing	Direct Answer	General
CS_03650		food for joint pain	Generic	Expert
CS_03651		itchy rash on arms	Generic	Expert
CS_03652		malignant neoplasm of liver	Generic	Expert
CS_03653		cerebral angiogram cpt code	Direct Answer	Expert
CS_03654		eli lilly company	Navigational	General
CS_03655		neuropathic pain cream	Generic	Expert
CS_03656		leukemia platelet count	Generic	Expert
CS_03657		menopause and hysterectomy	Generic	Expert
CS_03658		fleet enema procedure	Guide	Expert
CS_03659		maalox recall	Generic	Expert
CS_03660		rhinoplasty cost	Transactional	Expert
CS_03661		sarcoidosis heart disease	Generic	Expert
CS_03662		list of deadly viruses	Generic	Expert
CS_03663		medical associations	Generic	General
CS_03664		thrush pictures of	Resource	Expert
CS_03665		what is ra latex turbid	Generic	Expert
CS_03666		elbow pain when lifting	Generic	Expert
CS_03667		what is a foot neuroma	Generic	Expert
CS_03668		hospital patient menu	Generic	Expert
CS_03669		nerve inflammation treatment	Guide	Expert
CS_03670		how do you treat meningitis	Guide	Expert
CS_03671		shingles pain no rash	Generic	Expert
CS_03672		diabetic myopathy	Generic	Expert
CS_03673		nerve pain in neck and arm	Generic	Expert
CS_03674		sell lps online	Transactional	General
CS_03675		what does lung cancer affect	Direct Answer	Expert
CS_03676		diabetic leg sores pictures	Resource	Expert
CS_03677		what to do to a wasp sting	Generic	Expert
CS_03678		why is my right arm numb	Generic	Expert
CS_03679		pictures lung cancer tumors	Resource	Expert
CS_03680		retinal tear repair	Generic	Expert
CS_03681		what is pepcid	Generic	Expert
CS_03682		lower lid blepharoplasty	Generic	Expert
CS_03683		male bladder cancer	Generic	Expert
CS_03684		what is a hippa form	Generic	General
CS_03685		perianal cancer symptoms	Direct Answer	Expert
CS_03686		henry schein medical	Generic	General
CS_03687		pain in your groin	Generic	Expert
CS_03688		what is latent tb infection	Generic	Expert
CS_03689		how to treat stiff neck	Guide	Expert
CS_03690		mild dementia	Generic	Expert
CS_03691		cancer effects on body	Direct Answer	Expert
CS_03692		treat an ant bite	Guide	Expert
CS_03693		cancer stages of death	Generic	Expert
CS_03694		can coughing cause a hernia	Direct Answer	Expert
CS_03695		pain after lung biopsy	Generic	Expert
CS_03696		colitis natural cure	Direct Answer	Expert
CS_03697		after kidney transplant	Direct Answer	Expert
CS_03698		lump under eye	Generic	Expert
CS_03699		sepsis symptoms in elderly	Direct Answer	Expert
CS_03700		causes of depression in men	Direct Answer	Expert
CS_03701		hospitals in maryland	Direct Answer	General
CS_03702		ichthammol ointment 20	Generic	Expert
CS_03703		stabbing pain in foot side	Generic	Expert
CS_03704		hyperglycemia definition	Generic	Expert
CS_03705		dyshidrotic eczema treatment	Guide	Expert
CS_03706		ulcer in esophagus	Generic	Expert
CS_03707		type b flu	Generic	Expert
CS_03708		avobenzone side effects	Direct Answer	Expert
CS_03709		traditional mediterranean diet	Generic	General
CS_03710		borderline diabetic diet	Generic	Expert
CS_03711		dust mites bites	Generic	Expert
CS_03712		federal disability forms	Resource	General
CS_03713		effects of low blood pressure	Generic	Expert
CS_03714		broken tooth pain	Generic	Expert
CS_03715		symptoms of rectal bleeding	Direct Answer	Expert
CS_03716		cyst in the testicle	Generic	Expert
CS_03717		dolly parton facelift	Generic	General
CS_03718		how to help someone	Guide	General
CS_03719		lower denture problems	Generic	Expert
CS_03720		what is shin splints	Generic	Expert
CS_03721		best tummy tuck surgeons	Direct Answer	Opinion
CS_03722		patient medical history forms	Resource	General
CS_03723		how to order redotex	Transactional	General
CS_03724		how do i get off statins	Guide	Expert
CS_03725		uc irvine hospital	Generic	Expert
CS_03726		lutein for eyesight	Generic	Expert
CS_03727		what is salivary glands	Generic	Expert
CS_03728		ovarian neoplasm	Generic	Expert
CS_03729		eye twitching causes	Direct Answer	Expert
CS_03730		spinal cancer survival	Generic	Expert
CS_03731		lump on side of knee	Generic	Expert
CS_03732		bloating after colonoscopy	Generic	Expert
CS_03733		ginseng powder benefits	Generic	Expert
CS_03734		abnormal brain mri images	Resource	Expert
CS_03735		squamous cell lymphoma	Generic	Expert
CS_03736		free doctor answers	Generic	General
CS_03737		inflamed thyroid treatment	Guide	Expert
CS_03738		gluten free diet guide	Guide	Expert
CS_03739		exercises after hip fracture	Direct Answer	Expert
CS_03740		taste in mouth	Generic	Expert
CS_03741		diastolic low blood pressure	Generic	Expert
CS_03742		homocysteine normal range	Generic	Expert
CS_03743		what is beta thalassemia	Generic	Expert
CS_03744		stress attack symptoms	Direct Answer	Expert
CS_03745		cause of hammer toes	Direct Answer	Expert
CS_03746		hiv aids powerpoint slides	Generic	Expert
CS_03747		enterocele repair	Generic	Expert
CS_03748		free cpt codes 2013 lookup	Generic	Expert
CS_03749		upper thigh pain in women	Generic	Expert
CS_03750		what is an oophorectomy	Generic	Expert
CS_03751		slow growing lymphoma	Generic	Expert
CS_03752		gallbladder removal	Generic	Expert
CS_03753		what does acidophilus do	Direct Answer	Expert
CS_03754		how infectious is shingles	Generic	Expert
CS_03755		top lupus doctors	Generic	General
CS_03756		desert harvest aloe vera	Generic	Expert
CS_03757		free online counseling chat	Navigational	General
CS_03758		systolic heart murmur	Generic	Expert
CS_03759		the symptoms of brain cancer	Direct Answer	Expert
CS_03760		what is lecithin for	Direct Answer	Expert
CS_03761		what causes atrial fib	Direct Answer	Expert
CS_03762		causes of sore heel on foot	Direct Answer	Expert
CS_03763		gastric hernia symptoms	Direct Answer	Expert
CS_03764		prognosis of dementia	Direct Answer	Expert
CS_03765		negative effects of soy	Direct Answer	Expert
CS_03766		dementia after surgery	Generic	Expert
CS_03767		fungus in stomach	Generic	Expert
CS_03768		what to do for burning feet	Guide	Expert
CS_03769		pulmonary tests for copd	Generic	Expert
CS_03770		what is tumid lupus	Generic	Expert
CS_03771		why i feel tired always	Direct Answer	Expert
CS_03772		dysphasia treatment	Guide	Expert
CS_03773		signs of alzheimers disease	Direct Answer	Expert
CS_03774		lyme disease prevention	Direct Answer	Expert
CS_03775		at home remedies for lice	Guide	General
CS_03776		gum irritation treatment	Guide	Expert
CS_03777		holy basil dosage	Direct Answer	Expert
CS_03778		period questions	Generic	General
CS_03779		is ibuprofen a blood thinner	Direct Answer	Expert
CS_03780		test for add adhd	Direct Answer	Expert
CS_03781		who sells theraflu	Transactional	Expert
CS_03782		injured shoulder treatment	Guide	Expert
CS_03783		avery labels 8366	Generic	General
CS_03784		hoarse throat remedies	Guide	Expert
CS_03785		mri for hearing loss	Generic	Expert
CS_03786		heart palpitations after eating	Generic	Expert
CS_03787		how to treat a herniated disk	Guide	Expert
CS_03788		rate my doctor ontario	Generic	General
CS_03789		pharmacys in my area	Direct Answer	General
CS_03790		sudden onset joint pain	Generic	Expert
CS_03791		about hepatitis	Generic	Expert
CS_03792		what is the cure for gout	Direct Answer	Expert
CS_03793		signs of hiatal hernia	Direct Answer	Expert
CS_03794		severe allergic reaction	Generic	Expert
